Application,Stars,URL,Confirmed,Codeql,FP Reason,Types,,Input,,,Status,Comment
,,,,,,Get,Set,,Remote,Local,,
VCR-GauS,136,https://github.com/HLinChen/VCR-GauS,N/A,Y,,Attr,Attr,,,,,,Yes
DuQuant,136,https://github.com/Hsu1023/DuQuant,N/A,Y,,Attr,Attr,,,,,,Yes
MoVA,136,https://github.com/TempleX98/MoVA,N/A,Y,,Attr,Attr,,,,,,Yes
blender-addons,135,https://github.com/sobotka/blender-addons,N/A,Y,,Attr,Attr,,,,,,Yes
rethinking_bottleneck_design,135,https://github.com/zhoudaquan/rethinking_bottleneck_design,N/A,Y,,Attr,Attr,,,,,,Yes
dub_genius,135,https://github.com/2DIPW/dub_genius,N,Y,,,,,,,,,
Jacinle,135,https://github.com/vacancy/Jacinle,Y,Y,,Attr,Attr/Field,Function,command line class,,,,
polygon-transformer,134,https://github.com/amazon-science/polygon-transformer,N/A,Y,,Attr,Attr,,,,,,Yes
polygon-transformer,134,https://github.com/amazon-science/polygon-transformer,N/A,Y,,Attr,Attr,,,,,,Yes
spectrochempy,134,https://github.com/spectrochempy/spectrochempy,N/A,Y,,Attr,Attr,,,,,,Yes
PlanKD,133,https://github.com/tulerfeng/PlanKD,N/A,Y,,Attr,Attr,,,,,,Yes
novelai-api,133,https://github.com/Aedial/novelai-api,N,Y,,,,,,,,,
mase,132,https://github.com/DeepWok/mase,N/A,Y,,Attr,Attr,,,,,,Yes
DataLab,132,https://github.com/ExpressAI/DataLab,N/A,Y,,Attr,Attr,,import_aiohttp,,,,Yes
mase,132,https://github.com/DeepWok/mase,N/A,Y,,Attr,Attr,,,,,,Yes
DataLab,132,https://github.com/ExpressAI/DataLab,N/A,Y,,Attr,Attr,,import_aiohttp,,,,Yes
lamindb,132,https://github.com/laminlabs/lamindb,N/A,Y,,Attr,Attr,,import_django,,,,Yes
domonic,132,https://github.com/byteface/domonic,N,Y,"simply set, no recursive operation",,,,,,,,
cobaya,131,https://github.com/CobayaSampler/cobaya,N/A,Y,,Attr,Attr,,,,,,Yes
cobaya,131,https://github.com/CobayaSampler/cobaya,N/A,Y,,Attr,Attr,,,,,,Yes
swarm,131,https://github.com/yandex-research/swarm,N/A,Y,,Attr,Attr,,,,,,Yes
HydraLoRA,130,https://github.com/Clin0212/HydraLoRA,N/A,Y,,Attr,Attr,,import_starlette|import_fastapi,,,,Yes
FP8-quantization,130,https://github.com/Qualcomm-AI-research/FP8-quantization,N/A,Y,,Attr,Attr,,,,,,Yes
Ant-Multi-Modal-Framework,130,https://github.com/alipay/Ant-Multi-Modal-Framework,N/A,Y,,Attr,Attr,,,,,,Yes
HydraLoRA,130,https://github.com/Clin0212/HydraLoRA,N/A,Y,,Attr,Attr,,import_starlette|import_fastapi,,,,Yes
FP8-quantization,130,https://github.com/Qualcomm-AI-research/FP8-quantization,N/A,Y,,Attr,Attr,,,,,,Yes
Ant-Multi-Modal-Framework,130,https://github.com/alipay/Ant-Multi-Modal-Framework,N/A,Y,,Attr,Attr,,,,,,Yes
angle,130,https://github.com/pannous/angle,N,Y,"simply set, no recursive operation",,,,,,,,
legged-robots-manipulation,129,https://github.com/aCodeDog/legged-robots-manipulation,N/A,Y,,Attr,Attr,,,,,,Yes
legged-robots-manipulation,129,https://github.com/aCodeDog/legged-robots-manipulation,N/A,Y,,Attr,Attr,,,,,,Yes
servos-framework,129,https://github.com/knitmesh/servos-framework,N/A,Y,,Attr/Field,Field,,,,,,Yes
servos-framework,129,https://github.com/knitmesh/servos-framework,N/A,Y,,Attr,Field,,,,,,Yes
throttlestop,128,https://github.com/agoose77/throttlestop,N/A,Y,,Attr,Attr,,,,,,Yes
throttlestop,128,https://github.com/agoose77/throttlestop,N/A,Y,,Attr,Attr,,,,,,Yes
sharpy,128,https://github.com/ImperialCollegeLondon/sharpy,N,Y,"simply set, no recursive operation",,,,,,,,
celldetection,127,https://github.com/FZJ-INM1-BDA/celldetection,N/A,Y,,Attr,Attr,,,,,,Yes
esdc-ce,127,https://github.com/erigones/esdc-ce,N/A,Y,,Attr,Attr,,import_django,,,,Yes
celldetection,127,https://github.com/FZJ-INM1-BDA/celldetection,N/A,Y,,Attr,Attr,,,,,,Yes
esdc-ce,127,https://github.com/erigones/esdc-ce,N/A,Y,,Attr,Attr,,import_django,,,,Yes
FIBER,127,https://github.com/microsoft/FIBER,N/A,Y,,Attr,Attr,,,,,,Yes
azure-quantum-python,127,https://github.com/microsoft/azure-quantum-python,N/A,Y,,Attr,Attr,,,,,,Yes
sumatra,127,https://github.com/open-research/sumatra,N/A,Y,,Attr,Attr,,import_django,,,,Yes
EqBen,126,https://github.com/Wangt-CN/EqBen,N/A,Y,,Attr,Attr,,,,,,Yes
EqBen,126,https://github.com/Wangt-CN/EqBen,N/A,Y,,Attr,Attr,,,,,,Yes
python-api-core,126,https://github.com/googleapis/python-api-core,N/A,Y,,Attr/Field,Attr/Field,,,,,,Yes
python-api-core,126,https://github.com/googleapis/python-api-core,N/A,Y,,Attr/Field,Attr,,,,,,Yes
Uni-Core,125,https://github.com/dptech-corp/Uni-Core,N/A,Y,,Attr,Attr,,,,,,Yes
motif,125,https://github.com/facebookresearch/motif,N/A,Y,,Attr,Attr,,,,,,Yes
GNFactor,125,https://github.com/YanjieZe/GNFactor,N/A,Y,,Attr,Attr,,,,,,Yes
Uni-Core,125,https://github.com/dptech-corp/Uni-Core,N/A,Y,,Attr,Attr,,,,,,Yes
motif,125,https://github.com/facebookresearch/motif,N/A,Y,,Attr,Attr,,,,,,Yes
idf,125,https://github.com/yifita/idf,N/A,Y,,Attr,Attr,,,,,,Yes
materials,124,https://github.com/IBM/materials,N/A,Y,,Attr,Attr,,,,,,Yes
materials,124,https://github.com/IBM/materials,N/A,Y,,Attr,Attr,,,,,,Yes
examples,124,https://github.com/conan-io/examples,N/A,Y,,Attr,Attr,,,,,,Yes
xtalker,123,https://github.com/Spycsh/xtalker,N/A,Y,,Attr,Attr,,,,,,Yes
hmp2g,123,https://github.com/binary-husky/hmp2g,N/A,Y,,Attr,Attr,,.route|import_flask,,,,Yes
medSeg,122,https://github.com/linhandev/medSeg,N/A,Y,,Attr/Field,Field,,,,,,Yes
medSeg,122,https://github.com/linhandev/medSeg,N/A,Y,,Attr,Field,,,,,,Yes
IDR,122,https://github.com/zhangyi-3/IDR,N/A,Y,,Attr,Field,,,,,,Yes
GANFingerprints,121,https://github.com/ningyu1991/GANFingerprints,N/A,Y,,Attr,Attr,,,,,,Yes
honeything,121,https://github.com/omererdem/honeything,N/A,Y,,Attr/Field,Attr/Field,,import_tornado|add_handlers|import_django,,,,Yes
smarthome,121,https://github.com/smarthomeNG/smarthome,N/A,Y,,Attr,Attr,,import_cherrypy,,,,Yes
DA-Transformer,121,https://github.com/thu-coai/DA-Transformer,N/A,Y,,Attr,Attr,,,,,,Yes
2018-CCF-BDCI-ALIBABA-3Dpoint-cloud-segmentation,121,https://github.com/yuyijie1995/2018-CCF-BDCI-ALIBABA-3Dpoint-cloud-segmentation,N/A,Y,,Attr,Attr,,,,,,Yes
uavSim,121,https://github.com/theilem/uavSim,Y,Y,,Attr/Field,Attr/Field,Function,,,,,
uavSim,121,https://github.com/theilem/uavSim,Y,Y,duplicated with Zhengyu's 100-1k codeql dataset.,,,,,,,,
uavSim,121,https://github.com/theilem/uavSim,N/A,N,,Attr,Attr,,"https://github.com/theilem/uavSim/blob/6b486dfd7ca5050751b40cbdacf71fa54d1a4d69/utils.py#L280
/getattr_recursive\(/ /isinstance\(.*dict/ language:python",,,,
CheXagent,120,https://github.com/Stanford-AIMI/CheXagent,N/A,Y,,Attr,Attr,,,,,,Yes
CheXagent,120,https://github.com/Stanford-AIMI/CheXagent,N/A,Y,,Attr,Attr,,,,,,Yes
ModelBasedFootstepPlanning-IROS2024,120,https://github.com/hojae-io/ModelBasedFootstepPlanning-IROS2024,N/A,Y,,Attr,Attr,,,,,,Yes
MMTrustEval,120,https://github.com/thu-ml/MMTrustEval,N/A,Y,,Attr,Attr,,.get/.post/.api_route|import_fastapi,,,,Yes
gist-alfred,119,https://github.com/danielecook/gist-alfred,N/A,Y,,Attr,Attr,,,,,,Yes
gist-alfred,119,https://github.com/danielecook/gist-alfred,N/A,Y,,Attr,Attr,,,,,,Yes
poketrainer,119,https://github.com/jekirl/poketrainer,N/A,Y,,Attr,Attr,,.route|import_flask,,,,Yes
MobileFormer,118,https://github.com/AAboys/MobileFormer,N/A,Y,,Attr,Attr,,,,,,Yes
Subspace-Tuning,118,https://github.com/Chongjie-Si/Subspace-Tuning,N/A,Y,,Attr,Attr,,import_starlette|import_fastapi,,,,Yes
MobileFormer,118,https://github.com/AAboys/MobileFormer,N/A,Y,,Attr,Attr,,,,,,Yes
Subspace-Tuning,118,https://github.com/Chongjie-Si/Subspace-Tuning,N/A,Y,,Attr,Attr,,import_starlette|import_fastapi,,,,Yes
ianvs,118,https://github.com/kubeedge/ianvs,N/A,Y,,Attr,Attr,,,,,,Yes
COCO-LM,118,https://github.com/microsoft/COCO-LM,N/A,Y,,Attr,Attr,,import_tornado,,,,Yes
RealTimeSignLanguageDetectionwithTFJS,118,https://github.com/nicknochnack/RealTimeSignLanguageDetectionwithTFJS,N/A,Y,,Attr,Attr,,,,,,Yes
SA-ctf_scoreboard,118,https://github.com/splunk/SA-ctf_scoreboard,N/A,Y,,Attr,Attr,,import_cherrypy,,,,Yes
edsnlp,118,https://github.com/aphp/edsnlp,Y,Y,,Attr/Field,Attr/Field,Function,,,,,
edsnlp,118,https://github.com/aphp/edsnlp,Y,Y,,Attr/Field,Attr/Field,,"mothly downlaod 19,449: multiple pollution",,,,
BPref,117,https://github.com/rll-research/BPref,N/A,Y,,Attr,Attr,,,,,,Yes
Lookback-Lens,117,https://github.com/voidism/Lookback-Lens,N/A,Y,,Attr,Attr,,import_starlette|import_fastapi,,,,Yes
M3AE,117,https://github.com/zhjohnchan/M3AE,N/A,Y,,Attr,Attr,,,,,,Yes
dbgpts,116,https://github.com/eosphoros-ai/dbgpts,N/A,Y,,Attr/Field,Field,,import_aiohttp,,,,Yes
dbgpts,116,https://github.com/eosphoros-ai/dbgpts,N/A,Y,,Attr,Field,,import_aiohttp,,,,Yes
KnowledgeCircuits,116,https://github.com/zjunlp/KnowledgeCircuits,N/A,Y,,Attr,Attr,,,,,,Yes
simple-cnaps,116,https://github.com/peymanbateni/simple-cnaps,N,Y,Duplicated with Google dataset,,,,,,,,
idasec,115,https://github.com/RobinDavid/idasec,N/A,Y,,Attr,Attr,,,,,,Yes
idasec,115,https://github.com/RobinDavid/idasec,N/A,Y,,Attr,Attr,,,,,,Yes
openapi-schema-pydantic,115,https://github.com/kuimono/openapi-schema-pydantic,N,Y,type checking on base object.,N,N,,,,,,
CompositionalNets,114,https://github.com/AdamKortylewski/CompositionalNets,N/A,Y,,Attr,Attr,,,,,,Yes
DesignSPHysics,114,https://github.com/DualSPHysics/DesignSPHysics,N/A,Y,,Attr,Attr,,,,,,Yes
CompositionalNets,114,https://github.com/AdamKortylewski/CompositionalNets,N/A,Y,,Attr,Attr,,,,,,Yes
DesignSPHysics,114,https://github.com/DualSPHysics/DesignSPHysics,N/A,Y,,Attr,Attr,,,,,,Yes
volta,114,https://github.com/e-bug/volta,N,Y,amp library: set_fn false positive,,,,,,,,
QUICK,113,https://github.com/SqueezeBits/QUICK,N/A,Y,,Attr,Attr,,,,,,Yes
SSL_Anti-spoofing,113,https://github.com/TakHemlata/SSL_Anti-spoofing,N/A,Y,,Attr,Attr,,,,,,Yes
QUICK,113,https://github.com/SqueezeBits/QUICK,N/A,Y,,Attr,Attr,,,,,,Yes
SSL_Anti-spoofing,113,https://github.com/TakHemlata/SSL_Anti-spoofing,N/A,Y,,Attr,Attr,,,,,,Yes
googlechat,113,https://github.com/mautrix/googlechat,N/A,Y,,Attr,Attr,,import_aiohttp,,,,Yes
zugbruecke,113,https://github.com/pleiszenburg/zugbruecke,N/A,Y,,Attr,Attr,,,,,,Yes
zugbruecke,113,https://github.com/pleiszenburg/zugbruecke,N/A,Y,,Attr/Field,Attr/Field,,,,,,Yes
DinkyTrain,113,https://github.com/princeton-nlp/DinkyTrain,N/A,Y,,Attr,Attr,,,,,,Yes
Flipped-Learning,113,https://github.com/seonghyeonye/Flipped-Learning,N/A,Y,,Attr,Attr,,,,,,Yes
bunnet,113,https://github.com/BeanieODM/bunnet,N,Y,"Good,but dest obj type check",N,N,,,,,,
DistributedCrawling,113,https://github.com/TengXiaoDai/DistributedCrawling,N,Y,"copy.py, false positive",,,,,,,,
viet-asr,112,https://github.com/dangvansam/viet-asr,N/A,Y,,Attr,Attr,,.route|import_flask,,,,Yes
chainer-compiler,112,https://github.com/pfnet-research/chainer-compiler,N/A,Y,,Attr,Attr,,,,,,Yes
rtclite,112,https://github.com/theintencity/rtclite,N/A,Y,,Attr/Field,Field,,,,,,Yes
rtclite,112,https://github.com/theintencity/rtclite,N/A,Y,,Attr,Field,,,,,,Yes
VidIL,112,https://github.com/MikeWangWZHL/VidIL,N,Y,amp library: set_fn false positive,,,,,,,,
MUSE-Pytorch,111,https://github.com/baaivision/MUSE-Pytorch,N/A,Y,,Attr,Attr,,,,,,Yes
RobustVLM,111,https://github.com/chs20/RobustVLM,N/A,Y,,Attr,Attr,,.get/.post/.api_route|import_fastapi,,,,Yes
MUSE-Pytorch,111,https://github.com/baaivision/MUSE-Pytorch,N/A,Y,,Attr,Attr,,,,,,Yes
RobustVLM,111,https://github.com/chs20/RobustVLM,N/A,Y,,Attr,Attr,,.get/.post/.api_route|import_fastapi,,,,Yes
Hulk,111,https://github.com/OpenGVLab/Hulk,N,Y,"set_func, false positive",,,,,,,,
bunnet,111,https://github.com/BeanieODM/bunnet,N,Y,"Good,but dest obj type check",,,,,,,,
gensphere,111,https://github.com/octopus2023-inc/gensphere,N/A,N,,N,N,,"https://github.com/octopus2023-inc/gensphere/blob/c8d156fcf530c9fac2cf2b2484929766b5b7ac31/gensphere/genflow.py#L355
/\bsetattr\(\s*obj\w*\s*,\s*\w+\s*,\s*\w+\s*\)/ /\bobj\[\w+\]\s*=|\bobj\.get\(/ /\bobj\s*=/ /\(\s*\w*(obj|parent|target|instance|dict|dest|conf)\w*/ language:Python",,,,
TableQAKit,109,https://github.com/lfy79001/TableQAKit,N/A,Y,,Attr,Attr,,.route|import_flask,,,,Yes
baram,109,https://github.com/nextfoam/baram,N/A,Y,,Attr/Field,Field,,,,,,Yes
baram,109,https://github.com/nextfoam/baram,N/A,Y,,Attr,Field,,,,,,Yes
qllm-eval,109,https://github.com/thu-nics/qllm-eval,N/A,Y,,Attr,Attr,,,,,,Yes
genielibs,109,https://github.com/CiscoTestAutomation/genielibs,Y,Y,,Attr/Field,Attr/Field,Function,https://github.com/CiscoTestAutomation/genielibs/blob/main/pkgs/sdk-pkg/src/genie/libs/sdk/libs/utils/common.py#L588,,,,
glad,108,https://github.com/GeorgeCazenavette/glad,N/A,Y,,Attr,Attr,,,,,,Yes
fairseq-apollo,108,https://github.com/XuezheMax/fairseq-apollo,N/A,Y,,Attr,Attr,,import_tornado,,,,Yes
glad,108,https://github.com/GeorgeCazenavette/glad,N/A,Y,,Attr,Attr,,,,,,Yes
fairseq-apollo,108,https://github.com/XuezheMax/fairseq-apollo,N/A,Y,,Attr,Attr,,import_tornado,,,,Yes
marsha,108,https://github.com/openfun/marsha,N/A,Y,,Attr,Attr,,,,,,Yes
scrl,108,https://github.com/kakaobrain/scrl,N/A,Y,,Attr,Attr,,,,,,Yes
Refiner_ViT,108,https://github.com/zhoudaquan/Refiner_ViT,N/A,Y,,Attr,Attr,,,,,,Yes
iguana,107,https://github.com/iguana-project/iguana,N/A,Y,,Attr,Attr,,import_django,,,,Yes
oss-arch-gym,107,https://github.com/srivatsankrishnan/oss-arch-gym,N/A,Y,,Attr,Attr,,,,,,Yes
ttab,106,https://github.com/LINs-lab/ttab,N/A,Y,,Attr,Attr,,,,,,Yes
Library_Home_Builder,106,https://github.com/CreativeDesigner3D/Library_Home_Builder,N/A,Y,,Attr/Field,Attr,,,,,,Yes
ttab,106,https://github.com/LINs-lab/ttab,N/A,Y,,Attr,Attr,,,,,,Yes
MonoRUn,106,https://github.com/tjiiv-cprg/MonoRUn,N/A,Y,,Attr,Attr,,,,,,Yes
FTCN,106,https://github.com/yinglinzheng/FTCN,N/A,Y,,Attr,Attr,,,,,,Yes
Hacker101Coursework,105,https://github.com/Hacker0x01/Hacker101Coursework,N/A,Y,,Attr,Attr,,.route|import_flask,,,,Yes
control-lora-v2,105,https://github.com/HighCWu/control-lora-v2,N/A,Y,,Attr,Attr,,,,,,Yes
Hacker101Coursework,105,https://github.com/Hacker0x01/Hacker101Coursework,N/A,Y,,Attr,Attr,,.route|import_flask,,,,Yes
control-lora-v2,105,https://github.com/HighCWu/control-lora-v2,N/A,Y,,Attr,Attr,,,,,,Yes
cbtm,105,https://github.com/kernelmachine/cbtm,N/A,Y,,Attr,Attr,,.route|import_flask,,,,Yes
AliceLG,105,https://github.com/regcs/AliceLG,N/A,Y,,Attr,Attr,,,,,,Yes
knn-box,104,https://github.com/NJUNLP/knn-box,N/A,Y,,Attr,Attr,,import_tornado,,,,Yes
knn-box,104,https://github.com/NJUNLP/knn-box,N/A,Y,,Attr,Attr,,import_tornado,,,,Yes
GeoAware-SC,103,https://github.com/Junyi42/GeoAware-SC,N/A,Y,,Attr,Attr,,,,,,Yes
MAF-YOLO,103,https://github.com/yang-0201/MAF-YOLO,N/A,Y,,Attr,Attr,,import_flask,,,,Yes
CF-ViT,102,https://github.com/ChenMnZ/CF-ViT,N/A,Y,,Attr,Attr,,,,,,Yes
Wav2Keyword,102,https://github.com/dobby-seo/Wav2Keyword,N/A,Y,,Attr,Attr,,import_tornado,,,,Yes
CF-ViT,102,https://github.com/ChenMnZ/CF-ViT,N/A,Y,,Attr,Attr,,,,,,Yes
Wav2Keyword,102,https://github.com/dobby-seo/Wav2Keyword,N/A,Y,,Attr,Attr,,import_tornado,,,,Yes
ganga,102,https://github.com/ganga-devs/ganga,N/A,Y,,Attr,Attr,,import_aiohttp|.route|import_flask,,,,Yes
Progressive_GANs,102,https://github.com/llSourcell/Progressive_GANs,N/A,Y,,Attr,Attr,,,,,,Yes
TextureMixer,102,https://github.com/ningyu1991/TextureMixer,N/A,Y,,Attr,Attr,,,,,,Yes
gap-text2sql,101,https://github.com/awslabs/gap-text2sql,N/A,Y,,Attr,Attr,,,,,,Yes
appmap-python,101,https://github.com/getappmap/appmap-python,N/A,Y,,Attr,Attr,,.get/.post/.api_route|import_flask|import_starlette|import_fastapi|import_django|.route,,,,Yes
Graphormer-GD,101,https://github.com/lsj2408/Graphormer-GD,N/A,Y,,Attr,Attr,,,,,,Yes
GCFT,101,https://github.com/LagoLunatic/GCFT,N/A,N,,N,N,,"https://github.com/LagoLunatic/GCFT/blob/f413e92ee1eef43a28d4d059f286979d3c7e4963/gcft_ui/bunfoe_editor.py#L393
/\bsetattr\(instance\w*\s*,\s*\w+\s*,\s*\w+\s*\)/ /\binstance\w*\[\w+\]\s*=|\binstance\w*\.get\(/ /\binstance\w*\s*=/ language:Python",,,,
MoE-Jetpack,100,https://github.com/Adlith/MoE-Jetpack,N/A,Y,,Attr,Attr,,,,,,Yes
ComfyUI-CogVideoX-MZ,100,https://github.com/MinusZoneAI/ComfyUI-CogVideoX-MZ,N/A,Y,,Attr,Attr,,,,,,Yes
ViNL,100,https://github.com/SimarKareer/ViNL,N/A,Y,,Attr,Attr,,,,,,Yes
hcipy,100,https://github.com/ehpor/hcipy,N/A,Y,,Attr,Attr,,,,,,Yes
hcipy,100,https://github.com/ehpor/hcipy,N/A,Y,,Attr,Attr,,,,,,Yes
MoE-Jetpack,100,https://github.com/Adlith/MoE-Jetpack,N/A,Y,,Attr,Attr,,,,,,Yes
ComfyUI-CogVideoX-MZ,100,https://github.com/MinusZoneAI/ComfyUI-CogVideoX-MZ,N/A,Y,,Attr,Attr,,,,,,Yes
ViNL,100,https://github.com/SimarKareer/ViNL,N/A,Y,,Attr,Attr,,,,,,Yes
hcipy,100,https://github.com/ehpor/hcipy,N/A,Y,,Attr,Attr,,,,,,Yes
UPop,100,https://github.com/sdc17/UPop,N/A,Y,,Attr,Attr,,,,,,Yes
soil,28,https://github.com/gsi-upm/soil,N/A,N,,N,N,,"https://github.com/gsi-upm/soil/blob/25d042f16c9f90c1b1e6e29c4c2e2642bf850d04/soil/__init__.py#L238/%5Cbsetattr%5C(%5Cs*target%5Cs*,%5Cs*%5Cw+%5Cs*,%5Cs*%5Cw+%5Cs*%5C)/
/\btarget\[\w+\]\s*=|\btarget\.get\(/ /\btarget\s*=/ language:Python",,,,
sd-webui-temporal,27,https://github.com/Iniquitatis/sd-webui-temporal,N/A,N,,N,N,,"https://github.com/Iniquitatis/sd-webui-temporal/blob/2d35347b1576b442d6c0ac9dafa0c7e406c1a11c/temporal/utils/object.py#L41
/\bsetattr\(\s*obj\w*\s*,\s*\w+\s*,\s*\w+\s*\)/ /\bobj\[\w+\]\s*=|\bobj\.get\(/ /\bobj\s*=/ /\(\s*\w*(obj|parent|target|instance|dict|dest|conf)\w*/ language:Python",,,,
colony,23,https://github.com/hivesolutions/colony,N/A,N,,N,N,,"https://github.com/hivesolutions/colony/blob/f8147ce2a101c10dde96f81c7c9c51e58d6a250e/src/colony/libs/object_util.py#L240
flatten",,,,
caliendo,15,https://github.com/buzzfeed/caliendo,N/A,N,,N,N,,"https://github.com/buzzfeed/caliendo/blob/1628a10f7782ad67c0422b5cbc9bf4979ac40abc/caliendo/pickling.py#L61
/\bsetattr\(\s*target\s*,\s*\w+\s*,\s*\w+\s*\)/ /\btarget\[\w+\]\s*=|\btarget\.get\(/ /\btarget\s*=/ language:Python",,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
